Nicotine Experiment Craving Levels 
Nicotine_wLikertFaces_cravePlot_40min_10Puff
LMP_NIC_19	FP
Craving Level:	94	10:52:39 at 495.9873 s
Craving Level:	93	10:52:39 at 496.1798 s
Craving Level:	92	10:52:39 at 496.4129 s
Craving Level:	91	10:52:39 at 496.5812 s
Craving Level:	91	10:52:39 at 496.8101 s
Craving Level:	91	10:52:40 at 496.9861 s
Craving Level:	90	10:52:40 at 497.1754 s
Craving Level:	90	10:52:40 at 497.4113 s
Craving Level:	90	10:52:40 at 497.5886 s
Craving Level:	89	10:52:40 at 497.7763 s
Craving Level:	89	10:52:41 at 497.9976 s
Craving Level:	89	10:52:41 at 498.1776 s
Craving Level:	89	10:52:41 at 498.3986 s
Craving Level:	89	10:52:41 at 498.624 s
Craving Level:	89	10:52:41 at 498.8025 s
Craving Level:	89	10:52:42 at 498.976 s
Craving Level:	89	10:52:42 at 499.2015 s
Craving Level:	89	10:52:42 at 499.3769 s
Craving Level:	89	10:52:42 at 499.6027 s
Craving Level:	89	10:52:42 at 499.7799 s
Craving Level:	89	10:52:43 at 500.0065 s
Craving Level:	89	10:52:43 at 500.1808 s
Craving Level:	89	10:52:43 at 500.4123 s
Craving Level:	89	10:52:43 at 500.592 s
Craving Level:	89	10:52:43 at 500.7759 s
Craving Level:	89	10:52:44 at 500.9829 s
Craving Level:	89	10:52:44 at 501.2068 s
Craving Level:	89	10:52:44 at 501.3774 s
Craving Level:	89	10:52:44 at 501.6139 s
Craving Level:	89	10:52:44 at 501.8108 s
Craving Level:	88	10:52:45 at 501.9935 s
Craving Level:	87	10:52:45 at 502.22 s
Craving Level:	86	10:52:45 at 502.3907 s
Craving Level:	85	10:52:45 at 502.5853 s
Craving Level:	84	10:52:45 at 502.8129 s
Craving Level:	83	10:52:46 at 502.9838 s
Craving Level:	82	10:52:46 at 503.2144 s
Craving Level:	81	10:52:46 at 503.3842 s
Craving Level:	80	10:52:46 at 503.6219 s
Craving Level:	79	10:52:46 at 503.7928 s
Craving Level:	78	10:52:47 at 503.9762 s
Craving Level:	77	10:52:47 at 504.2092 s
Craving Level:	76	10:52:47 at 504.3844 s
Craving Level:	76	10:52:47 at 504.6166 s
Craving Level:	76	10:52:47 at 504.7886 s
Craving Level:	76	10:52:48 at 505.0234 s
Craving Level:	76	10:52:48 at 505.1998 s
Craving Level:	76	10:52:48 at 505.4244 s
Craving Level:	76	10:52:48 at 505.6258 s
Craving Level:	76	10:52:48 at 505.8121 s
Craving Level:	76	10:52:49 at 505.9827 s
Craving Level:	76	10:52:49 at 506.2219 s
Craving Level:	76	10:52:49 at 506.3937 s
Craving Level:	76	10:52:49 at 506.6016 s
Craving Level:	76	10:52:49 at 506.7802 s
Craving Level:	75	10:52:50 at 507.019 s
Craving Level:	75	10:52:50 at 507.2 s
Craving Level:	74	10:52:50 at 507.3777 s
Craving Level:	73	10:52:50 at 507.6098 s
Craving Level:	72	10:52:50 at 507.7812 s
Craving Level:	71	10:52:51 at 507.9784 s
Craving Level:	70	10:52:51 at 508.2008 s
Craving Level:	69	10:52:51 at 508.377 s
Craving Level:	68	10:52:51 at 508.6067 s
Craving Level:	67	10:52:51 at 508.7783 s
Craving Level:	65	10:52:52 at 509.0057 s
Craving Level:	65	10:52:52 at 509.1825 s
Craving Level:	63	10:52:52 at 509.4141 s
Craving Level:	63	10:52:52 at 509.6078 s
Craving Level:	62	10:52:52 at 509.7822 s
Craving Level:	61	10:52:53 at 509.9767 s
Craving Level:	59	10:52:53 at 510.2163 s
Craving Level:	58	10:52:53 at 510.3888 s
Craving Level:	57	10:52:53 at 510.6137 s
Craving Level:	56	10:52:53 at 510.7881 s
Craving Level:	55	10:52:54 at 511.016 s
Craving Level:	54	10:52:54 at 511.1885 s
Craving Level:	53	10:52:54 at 511.4147 s
Craving Level:	52	10:52:54 at 511.59 s
Craving Level:	51	10:52:54 at 511.7758 s
Craving Level:	50	10:52:55 at 512.0173 s
Craving Level:	49	10:52:55 at 512.1946 s
Craving Level:	48	10:52:55 at 512.425 s
Craving Level:	47	10:52:55 at 512.5951 s
Craving Level:	46	10:52:55 at 512.8203 s
Craving Level:	45	10:52:56 at 512.9907 s
Craving Level:	44	10:52:56 at 513.2233 s
Craving Level:	43	10:52:56 at 513.4253 s
Craving Level:	42	10:52:56 at 513.6079 s
Craving Level:	41	10:52:56 at 513.7943 s
Craving Level:	40	10:52:57 at 513.9819 s
Craving Level:	39	10:52:57 at 514.2173 s
Craving Level:	38	10:52:57 at 514.3896 s
Craving Level:	37	10:52:57 at 514.6185 s
Craving Level:	36	10:52:57 at 514.789 s
Craving Level:	35	10:52:58 at 515.0239 s
Craving Level:	34	10:52:58 at 515.2039 s
Craving Level:	34	10:52:58 at 515.3763 s
Craving Level:	33	10:52:58 at 515.5965 s
Craving Level:	32	10:52:58 at 515.8237 s
Craving Level:	31	10:52:59 at 516.0062 s
Craving Level:	30	10:52:59 at 516.1811 s
Craving Level:	29	10:52:59 at 516.4068 s
Craving Level:	29	10:52:59 at 516.6016 s
Craving Level:	28	10:52:59 at 516.7881 s
Craving Level:	28	10:53:00 at 517.0252 s
Craving Level:	27	10:53:00 at 517.21 s
Craving Level:	27	10:53:00 at 517.3831 s
Craving Level:	26	10:53:00 at 517.6178 s
Craving Level:	25	10:53:00 at 517.8003 s
Craving Level:	24	10:53:01 at 517.9838 s
Craving Level:	23	10:53:01 at 518.1791 s
Craving Level:	23	10:53:01 at 518.4195 s
Craving Level:	23	10:53:01 at 518.5887 s
Craving Level:	23	10:53:01 at 518.8193 s
Craving Level:	23	10:53:02 at 518.9897 s
Craving Level:	23	10:53:02 at 519.2253 s
Craving Level:	23	10:53:02 at 519.411 s
Craving Level:	23	10:53:02 at 519.5785 s
Craving Level:	23	10:53:02 at 519.8221 s
Craving Level:	23	10:53:03 at 519.9946 s
Craving Level:	23	10:53:03 at 520.2254 s
Craving Level:	23	10:53:03 at 520.4013 s
Craving Level:	23	10:53:03 at 520.5913 s
Craving Level:	23	10:53:03 at 520.8191 s
Craving Level:	23	10:53:04 at 520.998 s
Craving Level:	23	10:53:04 at 521.1794 s
Craving Level:	23	10:53:04 at 521.403 s
Craving Level:	23	10:53:04 at 521.5802 s
Craving Level:	23	10:53:04 at 521.8217 s
Craving Level:	23	10:53:05 at 522.0013 s
Craving Level:	23	10:53:05 at 522.2174 s
Craving Level:	23	10:53:05 at 522.4078 s
Craving Level:	23	10:53:05 at 522.5816 s
Craving Level:	23	10:53:05 at 522.7847 s
Craving Level:	23	10:53:06 at 523.0264 s
Craving Level:	23	10:53:06 at 523.2035 s
Craving Level:	23	10:53:06 at 523.3823 s
Craving Level:	23	10:53:06 at 523.614 s
Craving Level:	23	10:53:06 at 523.7911 s
Craving Level:	23	10:53:07 at 523.9771 s
Craving Level:	23	10:53:07 at 524.212 s
Craving Level:	23	10:53:07 at 524.3862 s
Craving Level:	23	10:53:07 at 524.5822 s
Craving Level:	23	10:53:07 at 524.8217 s
Craving Level:	23	10:53:08 at 524.9939 s
Craving Level:	23	10:53:08 at 525.2232 s
Craving Level:	23	10:53:08 at 525.4013 s
Craving Level:	23	10:53:08 at 525.5778 s
Craving Level:	23	10:53:08 at 525.8078 s
Craving Level:	23	10:53:09 at 525.99 s
Craving Level:	23	10:53:09 at 526.1758 s
Craving Level:	23	10:53:09 at 526.4026 s
Craving Level:	23	10:53:09 at 526.5824 s
Craving Level:	23	10:53:09 at 526.8103 s
Craving Level:	23	10:53:10 at 526.9856 s
Craving Level:	23	10:53:10 at 527.2265 s
Craving Level:	23	10:53:10 at 527.3973 s
Craving Level:	23	10:53:10 at 527.6253 s
Craving Level:	23	10:53:10 at 527.7986 s
Craving Level:	23	10:53:11 at 527.9817 s
Craving Level:	23	10:53:11 at 528.2251 s
Craving Level:	23	10:53:11 at 528.4048 s
Craving Level:	23	10:53:11 at 528.5769 s
Craving Level:	23	10:53:11 at 528.8077 s
Craving Level:	23	10:53:12 at 528.9885 s
Craving Level:	23	10:53:12 at 529.2185 s
Craving Level:	23	10:53:12 at 529.3924 s
Craving Level:	23	10:53:12 at 529.5938 s
Craving Level:	23	10:53:12 at 529.8253 s
Craving Level:	23	10:53:13 at 529.9953 s
Craving Level:	23	10:53:13 at 530.2215 s
Craving Level:	23	10:53:13 at 530.4002 s
Craving Level:	23	10:53:13 at 530.6248 s
Craving Level:	23	10:53:13 at 530.7957 s
Craving Level:	23	10:53:14 at 530.9766 s
Craving Level:	23	10:53:14 at 531.2066 s
Craving Level:	23	10:53:14 at 531.386 s
Craving Level:	23	10:53:14 at 531.6238 s
Craving Level:	23	10:53:14 at 531.8055 s
Craving Level:	23	10:53:15 at 531.9872 s
Craving Level:	23	10:53:15 at 532.1768 s
Craving Level:	23	10:53:15 at 532.3772 s
Craving Level:	23	10:53:15 at 532.6203 s
Craving Level:	23	10:53:15 at 532.8008 s
Craving Level:	23	10:53:16 at 532.9775 s
Craving Level:	23	10:53:16 at 533.2235 s
Craving Level:	23	10:53:16 at 533.3961 s
Craving Level:	23	10:53:16 at 533.6233 s
Craving Level:	23	10:53:16 at 533.8034 s
Craving Level:	23	10:53:17 at 533.9781 s
Craving Level:	23	10:53:17 at 534.2057 s
Craving Level:	23	10:53:17 at 534.3762 s
Craving Level:	23	10:53:17 at 534.6222 s
Craving Level:	23	10:53:17 at 534.7908 s
Craving Level:	23	10:53:18 at 535.0211 s
Craving Level:	23	10:53:18 at 535.2003 s
Craving Level:	23	10:53:18 at 535.3764 s
Craving Level:	23	10:53:18 at 535.6242 s
Craving Level:	23	10:53:18 at 535.7953 s
Craving Level:	23	10:53:19 at 536.0252 s
Craving Level:	23	10:53:19 at 536.1952 s
Craving Level:	23	10:53:19 at 536.3908 s
Craving Level:	23	10:53:19 at 536.6156 s
Craving Level:	23	10:53:19 at 536.7892 s
Craving Level:	23	10:53:20 at 536.9765 s
Craving Level:	23	10:53:20 at 537.2107 s
Craving Level:	23	10:53:20 at 537.3893 s
Craving Level:	23	10:53:20 at 537.6247 s
Craving Level:	23	10:53:20 at 537.7951 s
Craving Level:	23	10:53:21 at 537.9817 s
Craving Level:	23	10:53:21 at 538.2128 s
Craving Level:	23	10:53:21 at 538.3881 s
Craving Level:	23	10:53:21 at 538.6221 s
Craving Level:	23	10:53:21 at 538.8186 s
Craving Level:	23	10:53:22 at 539.0027 s
Craving Level:	23	10:53:22 at 539.187 s
Craving Level:	23	10:53:22 at 539.3769 s
Craving Level:	23	10:53:22 at 539.6035 s
Craving Level:	23	10:53:22 at 539.7808 s
Craving Level:	23	10:53:23 at 539.9815 s
Craving Level:	23	10:53:55 at 572.6377 s
Craving Level:	23	10:53:56 at 573.0581 s
Craving Level:	23	10:53:56 at 573.1872 s
Craving Level:	23	10:53:56 at 573.4221 s
Craving Level:	23	10:53:56 at 573.5973 s
Craving Level:	23	10:53:56 at 573.7783 s
Craving Level:	23	10:53:57 at 574.0195 s
Craving Level:	23	10:53:57 at 574.1926 s
Craving Level:	23	10:53:57 at 574.4146 s
Craving Level:	23	10:53:57 at 574.5812 s
Craving Level:	23	10:53:57 at 574.8123 s
Craving Level:	23	10:53:58 at 574.9796 s
Craving Level:	23	10:53:58 at 575.2036 s
Craving Level:	22	10:53:58 at 575.398 s
Craving Level:	22	10:53:58 at 575.6162 s
Craving Level:	21	10:53:58 at 575.8016 s
Craving Level:	20	10:53:59 at 576.0238 s
Craving Level:	20	10:53:59 at 576.1997 s
Craving Level:	19	10:53:59 at 576.4225 s
Craving Level:	18	10:53:59 at 576.588 s
Craving Level:	17	10:53:59 at 576.8111 s
Craving Level:	17	10:54:00 at 576.977 s
Craving Level:	16	10:54:00 at 577.2026 s
Craving Level:	16	10:54:00 at 577.4241 s
Craving Level:	15	10:54:00 at 577.5952 s
Craving Level:	15	10:54:00 at 577.7929 s
Craving Level:	14	10:54:01 at 578.0154 s
Craving Level:	13	10:54:01 at 578.1815 s
Craving Level:	12	10:54:01 at 578.4036 s
Craving Level:	12	10:54:01 at 578.5763 s
Craving Level:	12	10:54:01 at 578.7916 s
Craving Level:	12	10:54:02 at 579.0161 s
Craving Level:	12	10:54:02 at 579.1949 s
Craving Level:	12	10:54:02 at 579.376 s
Craving Level:	12	10:54:02 at 579.6082 s
Craving Level:	12	10:54:02 at 579.7758 s
Craving Level:	12	10:54:03 at 580.0072 s
Craving Level:	12	10:54:03 at 580.1953 s
Craving Level:	12	10:54:03 at 580.422 s
Craving Level:	11	10:54:03 at 580.5978 s
Craving Level:	11	10:54:03 at 580.8178 s
Craving Level:	11	10:54:04 at 580.9979 s
Craving Level:	11	10:54:04 at 581.2237 s
Craving Level:	11	10:54:04 at 581.4081 s
Craving Level:	11	10:54:04 at 581.577 s
Craving Level:	11	10:54:04 at 581.8108 s
Craving Level:	11	10:54:05 at 581.9763 s
Craving Level:	11	10:54:05 at 582.2013 s
Craving Level:	11	10:54:05 at 582.4251 s
Craving Level:	11	10:54:05 at 582.5997 s
Craving Level:	11	10:54:05 at 582.7776 s
Craving Level:	11	10:54:06 at 583.0289 s
Craving Level:	11	10:54:06 at 583.2137 s
Craving Level:	11	10:54:06 at 583.3816 s
Craving Level:	11	10:54:06 at 583.606 s
Craving Level:	11	10:54:06 at 583.8 s
Craving Level:	11	10:54:07 at 584.024 s
Craving Level:	11	10:54:07 at 584.1994 s
Craving Level:	11	10:54:07 at 584.3757 s
Craving Level:	11	10:54:07 at 584.6026 s
Craving Level:	11	10:54:07 at 584.8244 s
Craving Level:	11	10:54:08 at 585.0089 s
Craving Level:	11	10:54:08 at 585.1865 s
Craving Level:	11	10:54:08 at 585.3846 s
Craving Level:	11	10:54:08 at 585.6069 s
Craving Level:	11	10:54:08 at 585.7821 s
Craving Level:	11	10:54:09 at 586.013 s
Craving Level:	11	10:54:09 at 586.2176 s
Craving Level:	11	10:54:09 at 586.3888 s
Craving Level:	11	10:54:09 at 586.5763 s
Craving Level:	11	10:54:09 at 586.7952 s
Craving Level:	11	10:54:10 at 586.9766 s
Craving Level:	11	10:54:10 at 587.2186 s
Craving Level:	11	10:54:10 at 587.3883 s
Craving Level:	11	10:54:10 at 587.5772 s
Craving Level:	11	10:54:10 at 587.8005 s
Craving Level:	11	10:54:11 at 587.9794 s
Craving Level:	11	10:54:11 at 588.2209 s
Craving Level:	11	10:54:11 at 588.4123 s
Craving Level:	11	10:54:11 at 588.6077 s
Craving Level:	11	10:54:11 at 588.7846 s
Craving Level:	11	10:54:12 at 588.9841 s
Craving Level:	11	10:54:12 at 589.2113 s
Craving Level:	11	10:54:12 at 589.406 s
Craving Level:	11	10:54:12 at 589.5758 s
Craving Level:	11	10:54:12 at 589.7977 s
Craving Level:	11	10:54:13 at 590.0193 s
Craving Level:	11	10:54:13 at 590.2025 s
Craving Level:	11	10:54:13 at 590.3765 s
Craving Level:	11	10:54:13 at 590.5988 s
Craving Level:	11	10:54:13 at 590.7839 s
Craving Level:	11	10:54:14 at 591.0254 s
Craving Level:	11	10:54:14 at 591.1964 s
Craving Level:	11	10:54:14 at 591.3939 s
Craving Level:	11	10:54:14 at 591.6317 s
Craving Level:	10	10:54:14 at 591.8137 s
Craving Level:	9	10:54:15 at 591.9955 s
Craving Level:	9	10:54:15 at 592.1784 s
Craving Level:	8	10:54:15 at 592.405 s
Craving Level:	8	10:54:15 at 592.6001 s
Craving Level:	7	10:54:15 at 592.7858 s
Craving Level:	7	10:54:16 at 593.018 s
Craving Level:	6	10:54:16 at 593.1987 s
Craving Level:	6	10:54:16 at 593.3763 s
Craving Level:	6	10:54:16 at 593.5969 s
Craving Level:	5	10:54:16 at 593.7779 s
Craving Level:	5	10:54:17 at 594.0069 s
Craving Level:	5	10:54:17 at 594.1803 s
Craving Level:	4	10:54:17 at 594.3877 s
Craving Level:	4	10:54:17 at 594.5773 s
Craving Level:	4	10:54:17 at 594.8114 s
Craving Level:	4	10:54:18 at 594.9892 s
Craving Level:	3	10:54:18 at 595.2189 s
Craving Level:	3	10:54:18 at 595.4041 s
Craving Level:	3	10:54:18 at 595.5937 s
Craving Level:	3	10:54:18 at 595.8257 s
Craving Level:	3	10:54:19 at 595.9963 s
Craving Level:	3	10:54:19 at 596.1771 s
Craving Level:	3	10:54:19 at 596.4035 s
Craving Level:	3	10:54:19 at 596.5883 s
Craving Level:	3	10:54:19 at 596.7764 s
Craving Level:	3	10:54:20 at 597.0014 s
Craving Level:	3	10:54:20 at 597.1812 s
Craving Level:	3	10:54:20 at 597.4055 s
Craving Level:	3	10:54:20 at 597.5765 s
Craving Level:	3	10:54:20 at 597.8172 s
Craving Level:	3	10:54:21 at 597.9977 s
Craving Level:	3	10:54:21 at 598.182 s
Craving Level:	3	10:54:21 at 598.4029 s
Craving Level:	3	10:54:21 at 598.5776 s
Craving Level:	3	10:54:21 at 598.8211 s
Craving Level:	3	10:54:22 at 598.9942 s
Craving Level:	3	10:54:22 at 599.2227 s
Craving Level:	3	10:54:22 at 599.3959 s
Craving Level:	3	10:54:22 at 599.581 s
Craving Level:	3	10:54:22 at 599.8081 s
Craving Level:	2	10:54:23 at 600.0039 s
Craving Level:	2	10:54:23 at 600.1774 s
Craving Level:	2	10:54:23 at 600.3763 s
Craving Level:	2	10:54:23 at 600.598 s
Craving Level:	2	10:54:23 at 600.7764 s
Craving Level:	2	10:54:24 at 601.0118 s
Craving Level:	2	10:54:24 at 601.2002 s
Craving Level:	2	10:54:24 at 601.3767 s
Craving Level:	1	10:54:24 at 601.5985 s
Craving Level:	1	10:54:24 at 601.7811 s
Craving Level:	1	10:54:25 at 602.0256 s
Craving Level:	1	10:54:25 at 602.2071 s
Craving Level:	1	10:54:25 at 602.3804 s
Craving Level:	1	10:54:25 at 602.5765 s
Craving Level:	1	10:54:25 at 602.8059 s
Craving Level:	1	10:54:26 at 603.0118 s
Craving Level:	1	10:54:26 at 603.187 s
Craving Level:	1	10:54:26 at 603.4269 s
Craving Level:	1	10:54:26 at 603.5994 s
Craving Level:	1	10:54:26 at 603.7775 s
Craving Level:	1	10:54:27 at 604.0237 s
Craving Level:	1	10:54:27 at 604.2056 s
Craving Level:	1	10:54:27 at 604.3761 s
Craving Level:	1	10:54:27 at 604.6235 s
Craving Level:	1	10:54:27 at 604.7907 s
Craving Level:	1	10:54:28 at 605.0247 s
Craving Level:	1	10:54:28 at 605.204 s
Craving Level:	1	10:54:28 at 605.3816 s
Craving Level:	1	10:54:28 at 605.6243 s
Craving Level:	1	10:54:28 at 605.7926 s
Craving Level:	1	10:54:29 at 606.0037 s
Craving Level:	1	10:54:29 at 606.1804 s
Craving Level:	1	10:54:29 at 606.4188 s
Craving Level:	1	10:54:29 at 606.603 s
Craving Level:	1	10:54:29 at 606.778 s
Craving Level:	1	10:54:30 at 607.0061 s
Craving Level:	1	10:54:30 at 607.1814 s
Craving Level:	1	10:54:30 at 607.3886 s
Craving Level:	1	10:54:30 at 607.6263 s
Craving Level:	1	10:54:30 at 607.7984 s
Craving Level:	1	10:54:31 at 608.0224 s
Craving Level:	1	10:54:31 at 608.2037 s
Craving Level:	1	10:54:31 at 608.3829 s
Craving Level:	1	10:54:31 at 608.6186 s
Craving Level:	1	10:54:31 at 608.7941 s
Craving Level:	1	10:54:32 at 609.0236 s
Craving Level:	1	10:54:32 at 609.2062 s
Craving Level:	1	10:54:32 at 609.3771 s
Craving Level:	1	10:54:32 at 609.6088 s
Craving Level:	1	10:54:32 at 609.7779 s
Craving Level:	1	10:54:33 at 610.0192 s
Craving Level:	1	10:54:33 at 610.2048 s
Craving Level:	1	10:54:33 at 610.3897 s
Craving Level:	1	10:54:33 at 610.619 s
Craving Level:	1	10:54:33 at 610.7891 s
Craving Level:	1	10:54:34 at 611.0172 s
Craving Level:	1	10:54:34 at 611.196 s
Craving Level:	1	10:54:34 at 611.4196 s
Craving Level:	1	10:54:34 at 611.6175 s
Craving Level:	1	10:54:34 at 611.787 s
Craving Level:	1	10:54:35 at 612.0221 s
Craving Level:	1	10:54:35 at 612.1959 s
Craving Level:	1	10:54:35 at 612.424 s
Craving Level:	1	10:54:35 at 612.6082 s
Craving Level:	1	10:54:35 at 612.7867 s
Craving Level:	1	10:54:36 at 612.9762 s
Craving Level:	1	10:54:36 at 613.2031 s
Craving Level:	1	10:54:36 at 613.3763 s
Craving Level:	1	10:54:36 at 613.603 s
Craving Level:	2	10:54:36 at 613.79 s
Craving Level:	2	10:54:37 at 613.9828 s
Craving Level:	3	10:54:37 at 614.2167 s
Craving Level:	3	10:54:37 at 614.3934 s
Craving Level:	3	10:54:37 at 614.5763 s
Craving Level:	3	10:54:37 at 614.8126 s
Craving Level:	4	10:54:38 at 614.9958 s
Craving Level:	4	10:54:38 at 615.2257 s
Craving Level:	4	10:54:38 at 615.4051 s
Craving Level:	4	10:54:38 at 615.5775 s
Craving Level:	4	10:54:38 at 615.8227 s
Craving Level:	3	10:54:39 at 616.0075 s
Craving Level:	3	10:54:39 at 616.1858 s
Craving Level:	3	10:54:39 at 616.4183 s
Craving Level:	3	10:54:39 at 616.6082 s
Craving Level:	3	10:54:39 at 616.8091 s
Craving Level:	3	10:54:40 at 616.987 s
Craving Level:	3	10:54:40 at 617.1766 s
Craving Level:	3	10:54:40 at 617.4025 s
Craving Level:	3	10:54:40 at 617.5797 s
Craving Level:	3	10:54:40 at 617.8048 s
Craving Level:	3	10:54:41 at 617.9787 s
Craving Level:	3	10:54:41 at 618.1895 s
Craving Level:	3	10:54:41 at 618.3947 s
Craving Level:	3	10:54:41 at 618.6257 s
Craving Level:	3	10:54:41 at 618.8116 s
Craving Level:	3	10:54:42 at 618.9847 s
Craving Level:	3	10:54:42 at 619.2183 s
Craving Level:	3	10:54:42 at 619.4197 s
Craving Level:	3	10:54:42 at 619.6029 s
Craving Level:	3	10:54:42 at 619.7772 s
Craving Level:	3	10:54:43 at 620.0085 s
Craving Level:	3	10:54:43 at 620.1823 s
Craving Level:	3	10:54:43 at 620.409 s
Craving Level:	3	10:54:43 at 620.5784 s
Craving Level:	3	10:54:43 at 620.8063 s
Craving Level:	3	10:54:44 at 620.9824 s
Craving Level:	3	10:54:44 at 621.212 s
Craving Level:	3	10:54:44 at 621.386 s
Craving Level:	3	10:54:44 at 621.6162 s
Craving Level:	3	10:54:44 at 621.8041 s
Craving Level:	3	10:54:45 at 622.0264 s
Craving Level:	3	10:54:45 at 622.1973 s
Craving Level:	4	10:54:45 at 622.3761 s
Craving Level:	4	10:54:45 at 622.6049 s
Craving Level:	4	10:54:45 at 622.7819 s
Craving Level:	5	10:54:46 at 623.0135 s
Craving Level:	6	10:54:46 at 623.1887 s
Craving Level:	7	10:54:46 at 623.4163 s
Craving Level:	7	10:54:46 at 623.599 s
Craving Level:	7	10:54:46 at 623.8371 s
Craving Level:	7	10:54:47 at 624.0074 s
Craving Level:	7	10:54:47 at 624.2034 s
Craving Level:	7	10:54:47 at 624.3761 s
Craving Level:	7	10:54:47 at 624.5773 s
Craving Level:	7	10:54:47 at 624.7765 s
Craving Level:	7	10:54:48 at 624.9987 s
Craving Level:	7	10:54:48 at 625.1773 s
Craving Level:	7	10:54:48 at 625.4229 s
Craving Level:	7	10:54:48 at 625.6032 s
Craving Level:	7	10:54:48 at 625.7762 s
Craving Level:	7	10:54:49 at 626.0028 s
Craving Level:	7	10:54:49 at 626.1758 s
Craving Level:	7	10:54:49 at 626.4147 s
Craving Level:	7	10:54:49 at 626.5922 s
Craving Level:	7	10:54:49 at 626.7779 s
Craving Level:	7	10:54:50 at 627.002 s
Craving Level:	7	10:54:50 at 627.1854 s
Craving Level:	7	10:54:50 at 627.4297 s
Craving Level:	7	10:54:50 at 627.6156 s
Craving Level:	7	10:54:50 at 627.7833 s
Craving Level:	7	10:54:51 at 628.0165 s
Craving Level:	7	10:54:51 at 628.1897 s
Craving Level:	7	10:54:51 at 628.4195 s
Craving Level:	7	10:54:51 at 628.5984 s
Craving Level:	7	10:54:51 at 628.777 s
Craving Level:	7	10:54:52 at 629.0004 s
Craving Level:	7	10:54:52 at 629.1756 s
Craving Level:	7	10:54:52 at 629.414 s
Craving Level:	7	10:54:52 at 629.5837 s
Craving Level:	7	10:54:52 at 629.82 s
Craving Level:	7	10:54:53 at 629.9895 s
Craving Level:	7	10:54:53 at 630.1824 s
Craving Level:	7	10:54:53 at 630.413 s
Craving Level:	7	10:54:53 at 630.5988 s
Craving Level:	7	10:54:53 at 630.7769 s
Craving Level:	7	10:54:54 at 631.0085 s
Craving Level:	7	10:54:54 at 631.1818 s
Craving Level:	7	10:54:54 at 631.4181 s
Craving Level:	7	10:54:54 at 631.5904 s
Craving Level:	7	10:54:54 at 631.8202 s
Craving Level:	7	10:54:55 at 631.994 s
Craving Level:	7	10:54:55 at 632.1844 s
Craving Level:	7	10:54:55 at 632.4221 s
Craving Level:	7	10:54:55 at 632.6081 s
Craving Level:	7	10:54:55 at 632.7841 s
Craving Level:	7	10:54:56 at 633.0129 s
Craving Level:	7	10:54:56 at 633.1833 s
Craving Level:	7	10:54:56 at 633.4172 s
Craving Level:	7	10:54:56 at 633.5963 s
Craving Level:	7	10:54:56 at 633.7807 s
Craving Level:	7	10:54:57 at 634.0011 s
Craving Level:	7	10:54:57 at 634.176 s
Craving Level:	7	10:54:57 at 634.4083 s
Craving Level:	7	10:54:57 at 634.5773 s
Craving Level:	7	10:54:57 at 634.809 s
Craving Level:	7	10:54:58 at 634.9802 s
Craving Level:	7	10:54:58 at 635.2102 s
Craving Level:	7	10:54:58 at 635.3824 s
Craving Level:	7	10:54:58 at 635.6152 s
Craving Level:	7	10:54:58 at 635.7951 s
Craving Level:	7	10:54:59 at 636.0248 s
Craving Level:	7	10:54:59 at 636.1946 s
Craving Level:	7	10:54:59 at 636.3789 s
Craving Level:	7	10:54:59 at 636.6158 s
Craving Level:	7	10:54:59 at 636.7901 s
Craving Level:	7	10:55:00 at 637.0211 s
Craving Level:	8	10:55:00 at 637.2089 s
Craving Level:	8	10:55:00 at 637.3805 s
Craving Level:	9	10:55:00 at 637.6229 s
Craving Level:	9	10:55:00 at 637.7923 s
Craving Level:	10	10:55:01 at 638.0222 s
Craving Level:	10	10:55:01 at 638.1926 s
Craving Level:	10	10:55:01 at 638.3762 s
Craving Level:	10	10:55:01 at 638.6075 s
Craving Level:	10	10:55:01 at 638.7989 s
Craving Level:	10	10:55:02 at 639.0225 s
Craving Level:	10	10:55:02 at 639.1983 s
Craving Level:	10	10:55:02 at 639.4208 s
Craving Level:	10	10:55:02 at 639.5915 s
Craving Level:	10	10:55:02 at 639.826 s
Craving Level:	10	10:55:03 at 639.9944 s
Craving Level:	10	10:55:03 at 640.1864 s
Craving Level:	10	10:55:03 at 640.4222 s
Craving Level:	10	10:55:03 at 640.5909 s
Craving Level:	10	10:55:03 at 640.8175 s
Craving Level:	10	10:55:04 at 640.9898 s
Craving Level:	10	10:55:04 at 641.2191 s
Craving Level:	10	10:55:04 at 641.4009 s
Craving Level:	10	10:55:04 at 641.5769 s
Craving Level:	10	10:55:04 at 641.8242 s
Craving Level:	10	10:55:05 at 642.0085 s
Craving Level:	10	10:55:05 at 642.1903 s
Craving Level:	10	10:55:05 at 642.385 s
Craving Level:	10	10:55:05 at 642.6204 s
Craving Level:	10	10:55:05 at 642.7918 s
Craving Level:	10	10:55:06 at 643.0167 s
Craving Level:	10	10:55:06 at 643.1917 s
Craving Level:	10	10:55:06 at 643.4193 s
Craving Level:	10	10:55:06 at 643.5936 s
Craving Level:	10	10:55:06 at 643.8203 s
Craving Level:	10	10:55:07 at 643.9934 s
Craving Level:	10	10:55:07 at 644.2203 s
Craving Level:	10	10:55:07 at 644.4107 s
Craving Level:	10	10:55:07 at 644.5844 s
Craving Level:	10	10:55:07 at 644.8221 s
Craving Level:	11	10:55:08 at 644.9908 s
